{epoch}	{lr}	{train_loss}	{test_loss}	{train_acc}	{test_acc}	{train_cos}	{test_cos}	{train_ang}	{test_ang}	{avg_fc_cos_max}	{avg_fc_ang_min}
181	0.00221034926008	0.00124750103801	0.409265262783	0.9998	0.9192	0.743369579077	0.685260863304	41.7725466077	45.8057023879	0.00729558104649	26.5867099762
182	0.00198531571615	0.00129124465695	0.412291487753	0.9998	0.9185	0.743045318842	0.684578325748	41.8006174967	45.854959868	0.00718890363351	26.5900268555
183	0.00177212907711	0.00105905950663	0.405834431052	0.99982	0.9195	0.743587453127	0.68526927352	41.7574659051	45.80611056	0.0072369412519	26.5940284729
184	0.00157084194357	0.00115672025952	0.408568889201	0.99982	0.9183	0.743545454502	0.685040442944	41.760889756	45.8223188721	0.00718538928777	26.5964546204
185	0.00138150398012	0.00102954579599	0.407830830216	0.99986	0.9196	0.743060036421	0.684629113674	41.8025033392	45.8553952243	0.00712824193761	26.6028633118
186	0.00120416190306	0.0010003935096	0.40740049392	0.99978	0.9212	0.743734897852	0.685387468338	41.7464482226	45.7984027598	0.00708209490404	26.6038188934
187	0.00103885946891	0.00096673845069	0.40734259665	0.9998	0.9187	0.743657179117	0.685066053867	41.7541101649	45.8217589332	0.00705924397334	26.6104373932
188	0.000885637463566	0.000976606756245	0.409090809226	0.9998	0.9187	0.743314054966	0.684707194567	41.7841116889	45.849831762	0.0070427893661	26.6031780243
189	0.000744533692261	0.00106561220132	0.411046456099	0.99978	0.918	0.743624177694	0.684840847254	41.7533835557	45.8328351094	0.0070243277587	26.6042366028
190	0.000615582970243	0.000992725066084	0.408419371843	0.99976	0.9195	0.743609230042	0.685118710995	41.7559358881	45.8162458777	0.00701294234022	26.609954834
191	0.000498817114172	0.00101165283265	0.409328556657	0.99984	0.9186	0.743940228224	0.685299680233	41.7298694547	45.801556463	0.00699962256476	26.6085186005
192	0.000394264934276	0.00109046928247	0.411088390052	0.99974	0.9187	0.743582271338	0.684805016518	41.7587595293	45.8358794614	0.00698682805523	26.6080226898
193	0.000301952227241	0.000986504009226	0.408817493618	0.9998	0.9195	0.743393918514	0.684680584669	41.774823984	45.8483668913	0.00698506459594	26.6132411957
194	0.000221901769846	0.000996354883304	0.408104639947	0.99982	0.9199	0.74380798912	0.685200321674	41.7392662104	45.8068053268	0.00697928667068	26.6062870026
195	0.000154133313344	0.00109244141186	0.412287749052	0.99984	0.919	0.743476699591	0.684786992073	41.7677089349	45.8388433536	0.00697972718626	26.6099300385
196	9.86635785864e-05	0.000909656078031	0.407495388985	0.99984	0.9194	0.744216782331	0.685646117926	41.7067222715	45.7745960671	0.00697652576491	26.6109313965
197	5.55062519015e-05	0.00102297006029	0.408603546023	0.9998	0.9194	0.743562426567	0.684926513433	41.759622592	45.8286228635	0.00697450060397	26.6093578339
198	2.46719817134e-05	0.000956834384066	0.407710804045	0.99984	0.9192	0.744214529514	0.685658433437	41.7062601682	45.7737967984	0.00697329733521	26.6100292206
199	6.16837591697e-06	0.00100469061651	0.409377102554	0.99984	0.9202	0.743632603884	0.685074603558	41.7562040004	45.819619513	0.0069731506519	26.6173496246
